S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
22311,19/12/2021,Tripura,84963,71,84065,827
22312,20/12/2021,Tripura,84964,60,84077,827
22313,21/12/2021,Tripura,84973,62,84084,827
22314,22/12/2021,Tripura,84983,67,84089,827
22315,23/12/2021,Tripura,84990,68,84094,828
22316,24/12/2021,Tripura,84997,58,84110,829
22317,25/12/2021,Tripura,85003,59,84115,829
22318,26/12/2021,Tripura,85005,55,84121,829
22319,27/12/2021,Tripura,85005,48,84128,829
22320,28/12/2021,Tripura,85028,63,84136,829
22321,29/12/2021,Tripura,85041,74,84138,829
22322,30/12/2021,Tripura,85056,87,84140,829
22323,31/12/2021,Tripura,85069,95,84145,829
22324,01/01/2022,Tripura,85086,104,84153,829
22325,02/01/2022,Tripura,85108,116,84163,829
22326,03/01/2022,Tripura,85120,119,84172,829
22327,04/01/2022,Tripura,85168,160,84179,829
22328,05/01/2022,Tripura,85214,201,84184,829
22329,06/01/2022,Tripura,85297,278,84190,829
22330,07/01/2022,Tripura,85400,359,84212,829
22331,08/01/2022,Tripura,85554,483,84241,830
22332,09/01/2022,Tripura,85760,650,84280,830
22333,10/01/2022,Tripura,85936,803,84303,830
22334,11/01/2022,Tripura,86515,1332,84352,831
22335,12/01/2022,Tripura,87298,2041,84426,831
22336,13/01/2022,Tripura,88214,2844,84538,832
22337,14/01/2022,Tripura,89221,3759,84630,832
22338,15/01/2022,Tripura,89767,4132,84800,835
22339,16/01/2022,Tripura,90935,5106,84991,838
22340,17/01/2022,Tripura,91576,5602,85134,840
22341,18/01/2022,Tripura,92961,6491,85626,844
22342,19/01/2022,Tripura,94203,7050,86305,848
22343,20/01/2022,Tripura,95388,7619,86914,855
22344,21/01/2022,Tripura,96422,7776,87786,860
22345,22/01/2022,Tripura,97376,8196,88316,864
22346,23/01/2022,Tripura,97933,8143,88922,868
22347,24/01/2022,Tripura,98195,7745,89578,872
22348,25/01/2022,Tripura,98899,7878,90142,879
22349,26/01/2022,Tripura,99290,7727,90682,881
22350,27/01/2022,Tripura,99494,7108,91501,885
22351,28/01/2022,Tripura,99804,6631,92284,889
22352,29/01/2022,Tripura,99956,5798,93266,892
22353,30/01/2022,Tripura,100142,5130,94117,895
22354,31/01/2022,Tripura,100221,4307,95015,899
22355,01/02/2022,Tripura,100364,3525,95934,905
22356,01/01/1970,Uttar Pradesh,1710554,143,1687497,22914
22357,21/12/2014,Uttar Pradesh,1710572,155,1687503,22914
22358,21/12/2015,Uttar Pradesh,1710592,151,1687527,22914
22359,12/03/2020,Uttar Pradesh,11,11,0,0
22360,13/03/2020,Uttar Pradesh,11,11,0,0
22361,14/03/2020,Uttar Pradesh,12,7,5,0
22362,15/03/2020,Uttar Pradesh,12,8,4,0
22363,16/03/2020,Uttar Pradesh,13,9,4,0
22364,17/03/2020,Uttar Pradesh,15,10,5,0
22365,18/03/2020,Uttar Pradesh,16,11,5,0
22366,19/03/2020,Uttar Pradesh,17,12,5,0
22367,20/03/2020,Uttar Pradesh,19,10,9,0
22368,21/03/2020,Uttar Pradesh,24,15,9,0
22369,22/03/2020,Uttar Pradesh,27,18,9,0
22370,23/03/2020,Uttar Pradesh,31,22,9,0
22371,24/03/2020,Uttar Pradesh,33,24,9,0
22372,25/03/2020,Uttar Pradesh,33,22,11,0
22373,26/03/2020,Uttar Pradesh,37,26,11,0
22374,27/03/2020,Uttar Pradesh,41,30,11,0
22375,28/03/2020,Uttar Pradesh,55,44,11,0
22376,29/03/2020,Uttar Pradesh,55,44,11,0
22377,30/03/2020,Uttar Pradesh,75,64,11,0
22378,31/03/2020,Uttar Pradesh,101,87,14,0
22379,01/04/2020,Uttar Pradesh,103,89,14,0
22380,02/04/2020,Uttar Pradesh,113,97,14,2
22381,03/04/2020,Uttar Pradesh,113,97,14,2
22382,04/04/2020,Uttar Pradesh,174,153,19,2
22383,05/04/2020,Uttar Pradesh,227,206,19,2
22384,06/04/2020,Uttar Pradesh,227,206,19,2
22385,07/04/2020,Uttar Pradesh,305,281,21,3
22386,08/04/2020,Uttar Pradesh,326,302,21,3
22387,09/04/2020,Uttar Pradesh,361,330,27,4
22388,10/04/2020,Uttar Pradesh,410,375,31,4
22389,11/04/2020,Uttar Pradesh,431,395,32,4
22390,12/04/2020,Uttar Pradesh,452,402,45,5
22391,13/04/2020,Uttar Pradesh,483,432,46,5
22392,14/04/2020,Uttar Pradesh,558,504,49,5
22393,15/04/2020,Uttar Pradesh,660,605,50,5
22394,16/04/2020,Uttar Pradesh,735,673,51,11
22395,17/04/2020,Uttar Pradesh,805,718,74,13
22396,18/04/2020,Uttar Pradesh,849,753,82,14
22397,19/04/2020,Uttar Pradesh,969,869,86,14
22398,20/04/2020,Uttar Pradesh,1084,959,108,17
22399,21/04/2020,Uttar Pradesh,1184,1026,140,18
22400,22/04/2020,Uttar Pradesh,1294,1134,140,20
22401,23/04/2020,Uttar Pradesh,1449,1255,173,21
22402,24/04/2020,Uttar Pradesh,1510,1280,206,24
22403,25/04/2020,Uttar Pradesh,1621,1349,247,25
22404,26/04/2020,Uttar Pradesh,1793,1505,261,27
22405,27/04/2020,Uttar Pradesh,1868,1550,289,29
22406,28/04/2020,Uttar Pradesh,1955,1589,335,31
22407,29/04/2020,Uttar Pradesh,2053,1557,462,34
22408,30/04/2020,Uttar Pradesh,2134,1585,510,39
22409,01/05/2020,Uttar Pradesh,2203,1651,513,39
22410,02/05/2020,Uttar Pradesh,2328,1632,654,42
22411,03/05/2020,Uttar Pradesh,2487,1755,689,43
22412,04/05/2020,Uttar Pradesh,2645,1848,754,43
22413,05/05/2020,Uttar Pradesh,2766,1914,802,50
22414,06/05/2020,Uttar Pradesh,2880,1837,987,56
22415,07/05/2020,Uttar Pradesh,2998,1808,1130,60
22416,08/05/2020,Uttar Pradesh,3071,1759,1250,62
22417,09/05/2020,Uttar Pradesh,3214,1761,1387,66
22418,10/05/2020,Uttar Pradesh,3373,1800,1499,74
22419,11/05/2020,Uttar Pradesh,3467,1740,1653,74
22420,12/05/2020,Uttar Pradesh,3573,1735,1758,80
22421,13/05/2020,Uttar Pradesh,3664,1709,1873,82
22422,14/05/2020,Uttar Pradesh,3729,1744,1902,83
22423,15/05/2020,Uttar Pradesh,3902,1742,2072,88
22424,16/05/2020,Uttar Pradesh,4057,1797,2165,95
22425,17/05/2020,Uttar Pradesh,4258,1713,2441,104
22426,18/05/2020,Uttar Pradesh,4259,1714,2441,104
22427,19/05/2020,Uttar Pradesh,4605,1704,2783,118
22428,20/05/2020,Uttar Pradesh,4926,1885,2918,123
22429,21/05/2020,Uttar Pradesh,5175,1982,3066,127
22430,22/05/2020,Uttar Pradesh,5515,2173,3204,138
22431,23/05/2020,Uttar Pradesh,5735,2345,3238,152
22432,24/05/2020,Uttar Pradesh,6017,2456,3406,155
22433,25/05/2020,Uttar Pradesh,6268,2569,3538,161
22434,26/05/2020,Uttar Pradesh,6532,2786,3581,165
22435,27/05/2020,Uttar Pradesh,6548,2680,3698,170
22436,28/05/2020,Uttar Pradesh,6991,2818,3991,182
22437,29/05/2020,Uttar Pradesh,7170,2758,4215,197
22438,30/05/2020,Uttar Pradesh,7284,2842,4244,198
22439,31/05/2020,Uttar Pradesh,7445,2834,4410,201
22440,01/06/2020,Uttar Pradesh,7823,2901,4709,213
22441,02/06/2020,Uttar Pradesh,8075,3015,4843,217
22442,03/06/2020,Uttar Pradesh,8361,3109,5030,222
22443,04/06/2020,Uttar Pradesh,8729,3324,5176,229
22444,05/06/2020,Uttar Pradesh,9237,3553,5439,245
22445,06/06/2020,Uttar Pradesh,9733,3828,5648,257
22446,07/06/2020,Uttar Pradesh,9733,3828,5648,257
22447,08/06/2020,Uttar Pradesh,10536,4076,6185,275
22448,09/06/2020,Uttar Pradesh,10947,4320,6344,283
22449,10/06/2020,Uttar Pradesh,11335,4365,6669,301
22450,11/06/2020,Uttar Pradesh,11610,4418,6871,321
22451,12/06/2020,Uttar Pradesh,12088,4451,7292,345
22452,13/06/2020,Uttar Pradesh,12616,4642,7609,365
22453,14/06/2020,Uttar Pradesh,13118,4858,7875,385
22454,15/06/2020,Uttar Pradesh,13615,4948,8268,399
22455,16/06/2020,Uttar Pradesh,13615,4948,8268,399
22456,17/06/2020,Uttar Pradesh,14091,5064,8610,417
22457,18/06/2020,Uttar Pradesh,14598,5259,8904,435
22458,19/06/2020,Uttar Pradesh,15181,5477,9239,465
22459,20/06/2020,Uttar Pradesh,15785,5659,9638,488
22460,21/06/2020,Uttar Pradesh,16594,6092,9995,507
22461,22/06/2020,Uttar Pradesh,17731,6186,10995,550
22462,23/06/2020,Uttar Pradesh,18322,6152,11601,569
22463,24/06/2020,Uttar Pradesh,18893,6189,12116,588
22464,25/06/2020,Uttar Pradesh,19557,6375,12586,596
22465,26/06/2020,Uttar Pradesh,20193,6463,13119,611
22466,27/06/2020,Uttar Pradesh,20943,6730,13583,630
22467,28/06/2020,Uttar Pradesh,21549,6685,14215,649
22468,29/06/2020,Uttar Pradesh,22147,6679,14808,660
22469,30/06/2020,Uttar Pradesh,22828,6650,15506,672
22470,01/07/2020,Uttar Pradesh,23492,6711,16084,697
22471,02/07/2020,Uttar Pradesh,24056,6709,16629,718
22472,03/07/2020,Uttar Pradesh,24825,6869,17221,735
22473,04/07/2020,Uttar Pradesh,25797,7451,17597,749
22474,05/07/2020,Uttar Pradesh,26554,7627,18154,773
22475,06/07/2020,Uttar Pradesh,27707,8161,18761,785
22476,07/07/2020,Uttar Pradesh,28636,8718,19109,809
22477,08/07/2020,Uttar Pradesh,29968,9514,19627,827
22478,09/07/2020,Uttar Pradesh,31156,9980,20331,845
22479,10/07/2020,Uttar Pradesh,32362,10373,21127,862
22480,11/07/2020,Uttar Pradesh,33700,11024,21787,889
22481,12/07/2020,Uttar Pradesh,35092,11490,22689,913
22482,13/07/2020,Uttar Pradesh,36476,12208,23334,934
22483,14/07/2020,Uttar Pradesh,38130,12972,24203,955
22484,15/07/2020,Uttar Pradesh,39724,13758,24983,983
22485,16/07/2020,Uttar Pradesh,41383,14628,25743,1012
22486,17/07/2020,Uttar Pradesh,43441,15720,26675,1046
22487,18/07/2020,Uttar Pradesh,45163,16445,27634,1084
22488,19/07/2020,Uttar Pradesh,47036,17264,28664,1108
22489,20/07/2020,Uttar Pradesh,49247,18256,29845,1146
22490,21/07/2020,Uttar Pradesh,51160,19137,30831,1192
22491,22/07/2020,Uttar Pradesh,53288,20204,31855,1229
22492,23/07/2020,Uttar Pradesh,55588,20825,33500,1263
22493,24/07/2020,Uttar Pradesh,58104,21012,35803,1289
22494,25/07/2020,Uttar Pradesh,60771,21711,37712,1348
22495,26/07/2020,Uttar Pradesh,63742,22452,39903,1387
22496,27/07/2020,Uttar Pradesh,66988,23921,41641,1426
22497,28/07/2020,Uttar Pradesh,70493,26204,42833,1456
22498,29/07/2020,Uttar Pradesh,73951,27934,44520,1497
22499,30/07/2020,Uttar Pradesh,77334,29997,45807,1530
22500,31/07/2020,Uttar Pradesh,81039,32649,46803,1587
22501,01/08/2020,Uttar Pradesh,85461,34968,48863,1630
22502,02/08/2020,Uttar Pradesh,89048,36037,51334,1677
22503,03/08/2020,Uttar Pradesh,92921,38023,53168,1730
22504,04/08/2020,Uttar Pradesh,97362,40191,55393,1778
22505,05/08/2020,Uttar Pradesh,100310,41222,57271,1817
22506,06/08/2020,Uttar Pradesh,104388,41973,60558,1857
22507,07/08/2020,Uttar Pradesh,108974,43654,63402,1918
22508,08/08/2020,Uttar Pradesh,113378,44563,66834,1981
22509,09/08/2020,Uttar Pradesh,118038,46177,69833,2028
22510,10/08/2020,Uttar Pradesh,122609,47890,72650,2069
22511,11/08/2020,Uttar Pradesh,126722,47878,76724,2120
22512,12/08/2020,Uttar Pradesh,131763,48998,80589,2176
22513,13/08/2020,Uttar Pradesh,136238,49347,84661,2230
22514,14/08/2020,Uttar Pradesh,140775,49709,88786,2280
22515,15/08/2020,Uttar Pradesh,145287,50426,92526,2335
22516,16/08/2020,Uttar Pradesh,150061,51437,96231,2393
22517,17/08/2020,Uttar Pradesh,154418,51537,100432,2449
22518,18/08/2020,Uttar Pradesh,158216,50893,104808,2515
22519,19/08/2020,Uttar Pradesh,162434,50242,109607,2585
22520,20/08/2020,Uttar Pradesh,167510,49645,115227,2638
22521,21/08/2020,Uttar Pradesh,172334,48511,121090,2733
22522,22/08/2020,Uttar Pradesh,177239,47785,126657,2797
22523,23/08/2020,Uttar Pradesh,182453,48291,131295,2867
22524,24/08/2020,Uttar Pradesh,187781,49242,135613,2926
22525,25/08/2020,Uttar Pradesh,192382,49288,140107,2987
22526,26/08/2020,Uttar Pradesh,197388,49575,144754,3059
22527,27/08/2020,Uttar Pradesh,203028,51317,148562,3149
22528,28/08/2020,Uttar Pradesh,208419,52309,152893,3217
22529,29/08/2020,Uttar Pradesh,213824,52651,157879,3294
22530,30/08/2020,Uttar Pradesh,219457,53360,162741,3356
22531,31/08/2020,Uttar Pradesh,225632,54666,167543,3423
22532,01/09/2020,Uttar Pradesh,230414,54788,172140,3486
22533,02/09/2020,Uttar Pradesh,235757,55538,176677,3542
22534,03/09/2020,Uttar Pradesh,241439,56459,181364,3616
22535,04/09/2020,Uttar Pradesh,247101,57598,185812,3691
22536,05/09/2020,Uttar Pradesh,253175,58595,190818,3762
22537,06/09/2020,Uttar Pradesh,259765,59963,195959,3843
22538,07/09/2020,Uttar Pradesh,266283,61625,200738,3920
22539,08/09/2020,Uttar Pradesh,271851,62144,205731,3976
22540,09/09/2020,Uttar Pradesh,278473,63256,211170,4047
22541,10/09/2020,Uttar Pradesh,285041,64028,216901,4112
22542,11/09/2020,Uttar Pradesh,292029,66317,221506,4206
22543,12/09/2020,Uttar Pradesh,299045,67321,227442,4282
22544,13/09/2020,Uttar Pradesh,305831,67955,233527,4349
22545,14/09/2020,Uttar Pradesh,312036,68122,239485,4429
22546,15/09/2020,Uttar Pradesh,317195,67287,245417,4491
22547,16/09/2020,Uttar Pradesh,324036,67335,252097,4604
22548,17/09/2020,Uttar Pradesh,330265,67002,258573,4690
22549,18/09/2020,Uttar Pradesh,336294,68235,263288,4771
22550,19/09/2020,Uttar Pradesh,342788,67825,270094,4869
22551,20/09/2020,Uttar Pradesh,348517,66874,276690,4953
22552,21/09/2020,Uttar Pradesh,354275,65954,283274,5047
22553,22/09/2020,Uttar Pradesh,358893,64164,289594,5135
22554,23/09/2020,Uttar Pradesh,364543,63148,296183,5212
22555,24/09/2020,Uttar Pradesh,369686,61698,302689,5299
22556,25/09/2020,Uttar Pradesh,374277,61300,307611,5366
22557,26/09/2020,Uttar Pradesh,378533,59397,313686,5450
22558,27/09/2020,Uttar Pradesh,382835,57086,320232,5517
22559,28/09/2020,Uttar Pradesh,387085,55603,325888,5594
22560,29/09/2020,Uttar Pradesh,390875,53953,331270,5652
22561,30/09/2020,Uttar Pradesh,394856,52160,336981,5715
22562,01/10/2020,Uttar Pradesh,399082,50883,342415,5784
22563,02/10/2020,Uttar Pradesh,403101,50378,346859,5864
22564,03/10/2020,Uttar Pradesh,406995,49112,351966,5917
22565,04/10/2020,Uttar Pradesh,410626,47823,356826,5977
22566,05/10/2020,Uttar Pradesh,414466,46385,362052,6029
22567,06/10/2020,Uttar Pradesh,417437,45024,366321,6092
22568,07/10/2020,Uttar Pradesh,420937,44031,370753,6153
22569,08/10/2020,Uttar Pradesh,424326,43154,374972,6200
22570,09/10/2020,Uttar Pradesh,427459,42552,378662,6245
22571,10/10/2020,Uttar Pradesh,430666,41287,383086,6293
22572,11/10/2020,Uttar Pradesh,433712,40210,387149,6353
22573,12/10/2020,Uttar Pradesh,436979,40019,390566,6394
22574,13/10/2020,Uttar Pradesh,439161,38815,393908,6438
22575,14/10/2020,Uttar Pradesh,442118,38082,397570,6466
22576,15/10/2020,Uttar Pradesh,444711,36898,401306,6507
22577,16/10/2020,Uttar Pradesh,447383,36295,404545,6543
22578,17/10/2020,Uttar Pradesh,449935,35263,408083,6589
22579,18/10/2020,Uttar Pradesh,452660,34420,411611,6629
22580,19/10/2020,Uttar Pradesh,455146,32896,415592,6658
22581,20/10/2020,Uttar Pradesh,456865,31495,418685,6685
22582,21/10/2020,Uttar Pradesh,459154,30416,422024,6714
22583,22/10/2020,Uttar Pradesh,461475,29364,425356,6755
22584,23/10/2020,Uttar Pradesh,463858,29131,427937,6790
22585,24/10/2020,Uttar Pradesh,466060,28268,430962,6830
22586,25/10/2020,Uttar Pradesh,468238,27681,433703,6854
22587,26/10/2020,Uttar Pradesh,470270,27317,436071,6882
22588,27/10/2020,Uttar Pradesh,472077,26652,438521,6904
22589,28/10/2020,Uttar Pradesh,474054,26267,440847,6940
22590,29/10/2020,Uttar Pradesh,476034,25487,443589,6958
22591,30/10/2020,Uttar Pradesh,477895,24858,446054,6983
22592,31/10/2020,Uttar Pradesh,480082,24431,448644,7007
22593,01/11/2020,Uttar Pradesh,481863,23768,451070,7025
22594,02/11/2020,Uttar Pradesh,483832,23323,453458,7051
22595,03/11/2020,Uttar Pradesh,485609,23035,455498,7076
22596,04/11/2020,Uttar Pradesh,487335,22538,457708,7089
22597,05/11/2020,Uttar Pradesh,489502,22676,459722,7104
22598,06/11/2020,Uttar Pradesh,491354,23150,461073,7131
22599,07/11/2020,Uttar Pradesh,493527,23132,463240,7155
22600,08/11/2020,Uttar Pradesh,495421,22991,465250,7180
22601,09/11/2020,Uttar Pradesh,497563,23249,467108,7206
22602,10/11/2020,Uttar Pradesh,499199,22965,469003,7231
22603,11/11/2020,Uttar Pradesh,501311,22846,471204,7261
22604,12/11/2020,Uttar Pradesh,503159,22562,473316,7281
22605,13/11/2020,Uttar Pradesh,505426,22949,475175,7302
22606,14/11/2020,Uttar Pradesh,507602,23095,477180,7327
22607,15/11/2020,Uttar Pradesh,509903,23367,479182,7354
22608,16/11/2020,Uttar Pradesh,511304,22967,480965,7372
22609,17/11/2020,Uttar Pradesh,512850,22603,482854,7393
22610,18/11/2020,Uttar Pradesh,514270,22166,484692,7412
22611,19/11/2020,Uttar Pradesh,516616,21954,487221,7441
22612,20/11/2020,Uttar Pradesh,519148,22757,488911,7480
22613,21/11/2020,Uttar Pradesh,521988,23357,491131,7500
22614,22/11/2020,Uttar Pradesh,524223,23471,493228,7524
22615,23/11/2020,Uttar Pradesh,526780,23806,495415,7559
22616,24/11/2020,Uttar Pradesh,528833,23776,497475,7582
22617,25/11/2020,Uttar Pradesh,531050,23928,499507,7615
22618,26/11/2020,Uttar Pradesh,533355,24876,500835,7644
22619,27/11/2020,Uttar Pradesh,535449,25422,502353,7674
22620,28/11/2020,Uttar Pradesh,537747,25639,504411,7697
22621,29/11/2020,Uttar Pradesh,539899,25243,506938,7718
22622,30/11/2020,Uttar Pradesh,541873,24575,509556,7742
22623,01/12/2020,Uttar Pradesh,543888,24099,512028,7761
22624,02/12/2020,Uttar Pradesh,545545,23670,514087,7788
22625,03/12/2020,Uttar Pradesh,547308,22797,516694,7817
22626,04/12/2020,Uttar Pradesh,549228,22990,518390,7848
22627,05/12/2020,Uttar Pradesh,551179,22665,520637,7877
22628,06/12/2020,Uttar Pradesh,553012,22245,522867,7900
22629,07/12/2020,Uttar Pradesh,554944,22160,524860,7924
22630,08/12/2020,Uttar Pradesh,556397,21732,526721,7944
22631,09/12/2020,Uttar Pradesh,558173,21374,528832,7967
22632,10/12/2020,Uttar Pradesh,559499,20658,530854,7987
22633,11/12/2020,Uttar Pradesh,561161,20801,532349,8011
22634,12/12/2020,Uttar Pradesh,562722,20473,534224,8025
22635,13/12/2020,Uttar Pradesh,564132,20091,535985,8056
22636,14/12/2020,Uttar Pradesh,565556,19729,537755,8072
22637,15/12/2020,Uttar Pradesh,566728,18918,539727,8083
22638,17/12/2020,Uttar Pradesh,569263,17801,543344,8118
22639,18/12/2020,Uttar Pradesh,570789,18150,544503,8136
22640,19/12/2020,Uttar Pradesh,572196,17955,546087,8154
22641,20/12/2020,Uttar Pradesh,573401,17593,547631,8177
22642,21/12/2020,Uttar Pradesh,574631,17245,549190,8196
22643,22/12/2020,Uttar Pradesh,575621,16822,550587,8212
22644,23/12/2020,Uttar Pradesh,576832,16691,551917,8224
22645,24/12/2020,Uttar Pradesh,577642,16378,553019,8245
22646,25/12/2020,Uttar Pradesh,578568,16099,554202,8267
22647,26/12/2020,Uttar Pradesh,579982,16159,555544,8279
22648,27/12/2020,Uttar Pradesh,581080,15875,556912,8293
22649,28/12/2020,Uttar Pradesh,581980,15371,558303,8306
22650,29/12/2020,Uttar Pradesh,582920,14710,559888,8322
22651,30/12/2020,Uttar Pradesh,583941,14344,561257,8340
22652,31/12/2020,Uttar Pradesh,584966,14155,562459,8352
22653,03/01/2021,Uttar Pradesh,587434,13316,565731,8387
22654,04/01/2021,Uttar Pradesh,588171,12858,566910,8403
22655,05/01/2021,Uttar Pradesh,588882,12505,567964,8413
22656,06/01/2021,Uttar Pradesh,589611,12286,568892,8433
22657,07/01/2021,Uttar Pradesh,590339,11939,569959,8441
22658,08/01/2021,Uttar Pradesh,590844,11787,570605,8452
22659,09/01/2021,Uttar Pradesh,591610,11535,571606,8469
22660,10/01/2021,Uttar Pradesh,592475,11221,572773,8481
22661,11/01/2021,Uttar Pradesh,593171,11134,573542,8495
22662,12/01/2021,Uttar Pradesh,593680,10864,574312,8504
22663,13/01/2021,Uttar Pradesh,594175,10560,575101,8514
22664,14/01/2021,Uttar Pradesh,594641,10132,575980,8529
22665,15/01/2021,Uttar Pradesh,595142,10080,576519,8543
22666,16/01/2021,Uttar Pradesh,595614,9581,577475,8558
22667,17/01/2021,Uttar Pradesh,596137,9162,578405,8570
22668,18/01/2021,Uttar Pradesh,596528,8881,579071,8576
22669,19/01/2021,Uttar Pradesh,596904,8631,579693,8580
22670,20/01/2021,Uttar Pradesh,597238,8172,580482,8584
22671,21/01/2021,Uttar Pradesh,597628,7873,581164,8591
22672,22/01/2021,Uttar Pradesh,597823,7717,581509,8597
22673,23/01/2021,Uttar Pradesh,598126,7528,581993,8605
22674,24/01/2021,Uttar Pradesh,598445,7330,582506,8609
22675,25/01/2021,Uttar Pradesh,598713,7082,583014,8617
22676,27/01/2021,Uttar Pradesh,599208,6537,584039,8632
22677,28/01/2021,Uttar Pradesh,599376,6368,584372,8636
22678,29/01/2021,Uttar Pradesh,599624,6230,584752,8642
22679,30/01/2021,Uttar Pradesh,599837,5918,585273,8646
22680,31/01/2021,Uttar Pradesh,600079,5682,585747,8650
22681,01/02/2021,Uttar Pradesh,600299,5525,586116,8658
22682,02/02/2021,Uttar Pradesh,600470,5303,586505,8662
22683,03/02/2021,Uttar Pradesh,600642,5007,586967,8668
22684,04/02/2021,Uttar Pradesh,600837,4765,587398,8674
22685,05/02/2021,Uttar Pradesh,600970,4629,587661,8680
22686,06/02/2021,Uttar Pradesh,601128,4462,587984,8682
22687,07/02/2021,Uttar Pradesh,601272,4438,588148,8686
22688,08/02/2021,Uttar Pradesh,601385,3880,588818,8687
22689,09/02/2021,Uttar Pradesh,601455,3442,589322,8691
22690,10/02/2021,Uttar Pradesh,601562,3306,589565,8691
22691,11/02/2021,Uttar Pradesh,601723,3256,589771,8696
22692,12/02/2021,Uttar Pradesh,601898,3320,589882,8696
22693,13/02/2021,Uttar Pradesh,602001,3232,590071,8698
22694,14/02/2021,Uttar Pradesh,602089,3098,590292,8699
22695,15/02/2021,Uttar Pradesh,602190,3040,590448,8702
22696,16/02/2021,Uttar Pradesh,602248,2974,590570,8704
22697,17/02/2021,Uttar Pradesh,602344,2853,590787,8704
22698,18/02/2021,Uttar Pradesh,602410,2690,591013,8707
22699,19/02/2021,Uttar Pradesh,602490,2587,591194,8709
22700,20/02/2021,Uttar Pradesh,602592,2521,591359,8712
22701,21/02/2021,Uttar Pradesh,602705,2432,591559,8714
22702,22/02/2021,Uttar Pradesh,602785,2370,591700,8715
22703,23/02/2021,Uttar Pradesh,602869,2366,591787,8716
22704,24/02/2021,Uttar Pradesh,602975,2268,591989,8718
22705,25/02/2021,Uttar Pradesh,603103,2190,592192,8721
22706,26/02/2021,Uttar Pradesh,603232,2182,592327,8723
22707,27/02/2021,Uttar Pradesh,603350,2184,592441,8725
22708,01/03/2021,Uttar Pradesh,603527,2103,592699,8725
22709,02/03/2021,Uttar Pradesh,603608,2078,592803,8727
22710,03/03/2021,Uttar Pradesh,603711,2082,592901,8728
22711,04/03/2021,Uttar Pradesh,603788,2025,593035,8728
22712,06/03/2021,Uttar Pradesh,604034,2017,593288,8729
22713,07/03/2021,Uttar Pradesh,604164,1731,593704,8729
22714,08/03/2021,Uttar Pradesh,604279,1647,593895,8737
22715,09/03/2021,Uttar Pradesh,604380,1634,594008,8738
22716,10/03/2021,Uttar Pradesh,604527,1678,594109,8740
22717,11/03/2021,Uttar Pradesh,604648,1689,594219,8740
22718,13/03/2021,Uttar Pradesh,604958,1819,594396,8743
22719,14/03/2021,Uttar Pradesh,605112,1817,594550,8745
22720,15/03/2021,Uttar Pradesh,605290,1851,594693,8746
22721,16/03/2021,Uttar Pradesh,605441,1838,594855,8748
22722,17/03/2021,Uttar Pradesh,605655,1912,594993,8750
22723,18/03/2021,Uttar Pradesh,605915,2014,595150,8751
22724,19/03/2021,Uttar Pradesh,606229,2217,595259,8753
22725,20/03/2021,Uttar Pradesh,606609,2470,595382,8757
22726,21/03/2021,Uttar Pradesh,607050,2774,595518,8758
22727,22/03/2021,Uttar Pradesh,607538,3036,595743,8759
22728,23/03/2021,Uttar Pradesh,608076,3396,595920,8760
22729,24/03/2021,Uttar Pradesh,608709,3844,596101,8764
22730,25/03/2021,Uttar Pradesh,609443,4388,596286,8769
22731,27/03/2021,Uttar Pradesh,611301,5824,596698,8779
22732,28/03/2021,Uttar Pradesh,612403,6667,596953,8783
22733,29/03/2021,Uttar Pradesh,613798,7692,597320,8786
22734,30/03/2021,Uttar Pradesh,615078,8669,597619,8790
22735,31/03/2021,Uttar Pradesh,615996,9195,598001,8800
22736,01/04/2021,Uttar Pradesh,617194,9848,598535,8811
22737,02/04/2021,Uttar Pradesh,619783,11918,599045,8820
22738,03/04/2021,Uttar Pradesh,622736,14073,599827,8836
22739,04/04/2021,Uttar Pradesh,625923,16496,600577,8850
22740,05/04/2021,Uttar Pradesh,630059,19738,601440,8881
22741,06/04/2021,Uttar Pradesh,634033,22820,602319,8894
22742,07/04/2021,Uttar Pradesh,639928,27509,603495,8924
22743,08/04/2021,Uttar Pradesh,645930,31987,604979,8964
22744,09/04/2021,Uttar Pradesh,654404,39338,606063,9003
22745,10/04/2021,Uttar Pradesh,663991,48306,606646,9039
22746,11/04/2021,Uttar Pradesh,676739,58801,608853,9085
22747,12/04/2021,Uttar Pradesh,692015,71241,611622,9152
22748,13/04/2021,Uttar Pradesh,705619,81576,614819,9224
22749,14/04/2021,Uttar Pradesh,723582,95980,618293,9309
22750,15/04/2021,Uttar Pradesh,744021,111835,622810,9376
22751,16/04/2021,Uttar Pradesh,766360,129848,627032,9480
22752,17/04/2021,Uttar Pradesh,793720,150676,633461,9583
22753,18/04/2021,Uttar Pradesh,821054,170059,641292,9703
22754,19/04/2021,Uttar Pradesh,851620,191457,650333,9830
22755,20/04/2021,Uttar Pradesh,879831,208523,661311,9997
22756,21/04/2021,Uttar Pradesh,909405,223544,675702,10159
22757,22/04/2021,Uttar Pradesh,942511,242265,689900,10346
22758,23/04/2021,Uttar Pradesh,976765,259810,706414,10541
22759,24/04/2021,Uttar Pradesh,1013370,273653,728980,10737
22760,25/04/2021,Uttar Pradesh,1051314,288144,752211,10959
22761,26/04/2021,Uttar Pradesh,1086625,297616,777844,11165
22762,27/04/2021,Uttar Pradesh,1120176,304199,804563,11414
22763,28/04/2021,Uttar Pradesh,1153097,306458,834961,11678
